Field1,clstr_id,samp_id,meas_no,meas_yr,meas_first,meas_last,tsa,tsa_no,mgmt_unit,sampletype,project_de,bgc_zone,ysm_main,mat_main,species_cl,meas_dt,no_meas,period,tot_period,tfl,no_plots,own_sched,own_sched_,samp_sts,grid_size,grid_size_,grid_size1,grid_base,protect_ps,utm_source,utm_zone,utm_eastin,utm_northi,bcalb_x,bcalb_y,aspect,slope,elev,bec_source,elev_1,plot_typ,area_pm,shp_pm,len_pm,wid_pm,rad_pm,baf_pm,util,baha_L,baha_I,baha_V,baha_D,baha_DF,stemsha_L,stemsha_I,stemsha_V,stemsha_D,stemsha_DF,wsvha_L,wsvha_I,wsvha_V,wsvha_D,wsvha_DF,nmvha_L,nmvha_D,spc_live1,spc_label_,spc_label1,lead_si,lead_htop,bh_stand_a,tot_stand_,tsa_desc,objectid
168,029M-0201-MR1,029M_0201_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ICH,Y,N,Pine,2018-08-03,2,6,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,587000.00000000000,5817000,1290000,841000,NA,NA,1115,PROV_BEC_2017,ICHmk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,3.95920178200,0,0,0.86648370300,0,125.08405150000,0,0,25.01681030000,0,28.08628535000,0,0,5.31392536200,0,22.14546006000,4.15462801700,PL,PL100,,18.12447335,16.4,42.25,49.07246175,Williams Lake TSA,69694
169,029M-0202-MO1,029M_0202_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2013-08-01,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,VGPS,10,486000.00000000000,5802000,1190000,821000,NA,NA,1177,PROV_BEC_2017,SBPSdc,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,8.16897650400,0,0,0.00000000000,0,1375.92456700000,0,0,0.00000000000,0,31.25229203000,0,0,0.00000000000,0,13.17706524000,0.00000000000,PL,PL71AT24SX05,,16.15913048,5.45,12.25,19.66251356,Williams Lake TSA,69695
170,029M-0202-MO1,029M_0202_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2013-08-01,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,VGPS,10,486000.00000000000,5802000,1190000,821000,NA,NA,1177,PROV_BEC_2017,SBPSdc,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,6.66062682300,0,0,0.00000000000,0,775.52111940000,0,0,0.00000000000,0,28.09042413000,0,0,0.00000000000,0,13.17706524000,0.00000000000,PL,PL64AT30SX06,,16.15913048,5.45,12.25,19.66251356,Williams Lake TSA,69696
171,029M-0202-MO1,029M_0202_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2013-08-01,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,VGPS,10,486000.00000000000,5802000,1190000,821000,NA,NA,1177,PROV_BEC_2017,SBPSdc,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,2.40572028600,0,0,0.00000000000,0,50.03362061000,0,0,0.00000000000,0,15.86242595000,0,0,0.00000000000,0,12.69218266000,0.00000000000,AT,AT83SX17,,NA,NA,12.25,19.66251356,Williams Lake TSA,69697
172,029M-0202-MO1,029M_0202_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2013-08-01,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,VGPS,10,486000.00000000000,5802000,1190000,821000,NA,NA,1177,PROV_BEC_2017,SBPSdc,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,1.98690018100,0,0,0.00000000000,0,25.01681030000,0,0,0.00000000000,0,14.21046870000,0,0,0.00000000000,0,11.59315296000,0.00000000000,AT,AT100,,NA,NA,12.25,19.66251356,Williams Lake TSA,69698
173,029M-0203-MO1,029M_0203_CMI,0,2013,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,ICH,Y,N,Douglas-Fir,2013-07-15,2,0,5,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,646000.00000000000,5795000,1350000,821000,NA,NA,1023,PROV_BEC_2017,ICHwk2,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,24.16868650000,0,0,1.67528041800,0,1926.29439300000,0,0,25.01681030000,0,112.07926700000,0,0,2.27731764200,0,76.25533031000,0.00000000000,FD,FD47SX43PL07CW01BL02,,27.01923934,14.2,21.28571429,29.48001742,Williams Lake TSA,69699
174,029M-0203-MO1,029M_0203_CMI,0,2013,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,ICH,Y,N,Douglas-Fir,2013-07-15,2,0,5,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,646000.00000000000,5795000,1350000,821000,NA,NA,1023,PROV_BEC_2017,ICHwk2,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,22.64092444000,0,0,1.67528041800,0,1325.89094600000,0,0,25.01681030000,0,108.15660510000,0,0,2.27731764200,0,76.25533031000,0.00000000000,FD,FD49SX42PL08BL01,,27.01923934,14.2,21.28571429,29.48001742,Williams Lake TSA,69700
175,029M-0203-MO1,029M_0203_CMI,0,2013,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,ICH,Y,N,Douglas-Fir,2013-07-15,2,0,5,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,646000.00000000000,5795000,1350000,821000,NA,NA,1023,PROV_BEC_2017,ICHwk2,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,18.04732298000,0,0,1.67528041800,0,825.55474000000,0,0,25.01681030000,0,90.98508806000,0,0,2.27731764200,0,72.19136021000,0.00000000000,FD,FD51SX37PL10BL02,,27.01923934,14.2,21.28571429,29.48001742,Williams Lake TSA,69701
176,029M-0203-MO1,029M_0203_CMI,0,2013,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,ICH,Y,N,Douglas-Fir,2013-07-15,2,0,5,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,646000.00000000000,5795000,1350000,821000,NA,NA,1023,PROV_BEC_2017,ICHwk2,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,8.61127615600,0,0,1.67528041800,0,275.18491330000,0,0,25.01681030000,0,48.54860605000,0,0,2.27731764200,0,41.80265914000,0.00000000000,SX,SX41FD39PL20,,25.84455766,11.03333333,21.28571429,29.48001742,Williams Lake TSA,69702
177,029M-0203-MR1,029M_0203_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ICH,Y,N,Douglas-Fir,2018-08-30,2,5,5,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,646000.00000000000,5795000,1350000,821000,NA,NA,1026,PROV_BEC_2017,ICHwk2,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,31.83944470000,0,0,1.99719581500,0,1851.24396200000,0,0,125.08405150000,0,182.05931360000,0,0,2.96268303400,0,142.51440330000,1.28318478800,FD,FD46SX44PL07CW02BL01,,27.01923934,17.325,26.28571429,34.48001742,Williams Lake TSA,69703
178,029M-0203-MR1,029M_0203_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ICH,Y,N,Douglas-Fir,2018-08-30,2,5,5,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,646000.00000000000,5795000,1350000,821000,NA,NA,1026,PROV_BEC_2017,ICHwk2,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,30.24008475000,0,0,1.67528041800,0,1350.90775600000,0,0,25.01681030000,0,176.92799620000,0,0,2.27731764200,0,142.51440330000,1.28318478800,FD,FD48SX43PL07BL02,,27.01923934,17.325,26.28571429,34.48001742,Williams Lake TSA,69704
179,029M-0203-MR1,029M_0203_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ICH,Y,N,Douglas-Fir,2018-08-30,2,5,5,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,646000.00000000000,5795000,1350000,821000,NA,NA,1026,PROV_BEC_2017,ICHwk2,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,27.30918889000,0,0,1.67528041800,0,1050.70603300000,0,0,25.01681030000,0,163.35177670000,0,0,2.27731764200,0,138.72144130000,1.28318478800,FD,FD49SX42PL08BL01,,27.01923934,17.325,26.28571429,34.48001742,Williams Lake TSA,69705
180,029M-0203-MR1,029M_0203_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ICH,Y,N,Douglas-Fir,2018-08-30,2,5,5,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,646000.00000000000,5795000,1350000,821000,NA,NA,1026,PROV_BEC_2017,ICHwk2,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,17.44054861000,0,0,1.67528041800,0,475.31939580000,0,0,25.01681030000,0,113.12410980000,0,0,2.27731764200,0,102.43222010000,1.28318478800,FD,FD51SX37PL12,,27.01923934,17.325,26.28571429,34.48001742,Williams Lake TSA,69706
181,029M-0204-MO1,029M_0204_CMI,0,2012,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2013-05-28,2,0,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,424000.00000000000,5764000,1130000,781000,NA,NA,1233,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,4.93907499600,0,0,0.00000000000,0,1826.22715200000,0,0,0.00000000000,0,11.87236714000,0,0,0.00000000000,0,0.12473051100,0.00000000000,PL,PL100,,14.85427358,5.2,14,21.52153642,Williams Lake TSA,69707
182,029M-0204-MO1,029M_0204_CMI,0,2012,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2013-05-28,2,0,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,424000.00000000000,5764000,1130000,781000,NA,NA,1233,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,1.60729779700,0,0,0.00000000000,0,325.21853390000,0,0,0.00000000000,0,4.32283153700,0,0,0.00000000000,0,0.12473051100,0.00000000000,PL,PL100,,14.85427358,5.2,14,21.52153642,Williams Lake TSA,69708
183,029M-0204-MO1,029M_0204_CMI,0,2012,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2013-05-28,2,0,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,424000.00000000000,5764000,1130000,781000,NA,NA,1233,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,PL,,,14.85427358,5.2,14,21.52153642,Williams Lake TSA,69709
184,029M-0204-MO1,029M_0204_CMI,0,2012,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2013-05-28,2,0,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,424000.00000000000,5764000,1130000,781000,NA,NA,1233,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,PL,,,14.85427358,5.2,14,21.52153642,Williams Lake TSA,69710
185,029M-0204-MR1,029M_0204_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2018-07-08,2,6,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,424000.00000000000,5764000,1130000,781000,NA,NA,1218,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,9.62064125300,0,0,0.00000000000,0,2876.93318500000,0,0,0.00000000000,0,29.52981152000,0,0,0.00000000000,0,1.03977121900,0.00000000000,PL,PL100,,14.85427358,6.866666667,20,27.52153642,Williams Lake TSA,69711
186,029M-0204-MR1,029M_0204_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2018-07-08,2,6,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,424000.00000000000,5764000,1130000,781000,NA,NA,1218,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,4.41144340100,0,0,0.00000000000,0,675.45387820000,0,0,0.00000000000,0,14.73591145000,0,0,0.00000000000,0,1.03977121900,0.00000000000,PL,PL100,,14.85427358,6.866666667,20,27.52153642,Williams Lake TSA,69712
187,029M-0204-MR1,029M_0204_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2018-07-08,2,6,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,424000.00000000000,5764000,1130000,781000,NA,NA,1218,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,0.34234947900,0,0,0.00000000000,0,25.01681030000,0,0,0.00000000000,0,1.41640155300,0,0,0.00000000000,0,0.85952812900,0.00000000000,PL,PL100,,14.85427358,6.866666667,20,27.52153642,Williams Lake TSA,69713
188,029M-0204-MR1,029M_0204_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2018-07-08,2,6,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,424000.00000000000,5764000,1130000,781000,NA,NA,1218,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,PL,,,14.85427358,6.866666667,20,27.52153642,Williams Lake TSA,69714
189,029M-0205-MO1,029M_0205_CMI,0,2013,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,Y,N,Pine,2013-07-30,2,0,4,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,464000.00000000000,5763000,1170000,781000,NA,NA,1040,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,1.49799510200,0,0,0.00000000000,0,650.43706790000,0,0,0.00000000000,0,2.84191064400,0,0,0.00000000000,0,0.00000000000,0.00000000000,PL,PL100,,14.94984729,4.28,11.4,18.77185779,Williams Lake TSA,69715
190,029M-0205-MO1,029M_0205_CMI,0,2013,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,Y,N,Pine,2013-07-30,2,0,4,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,464000.00000000000,5763000,1170000,781000,NA,NA,1040,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,0.35958091300,0,0,0.00000000000,0,50.03362061000,0,0,0.00000000000,0,0.88359535200,0,0,0.00000000000,0,0.00000000000,0.00000000000,PL,PL100,,14.94984729,4.28,11.4,18.77185779,Williams Lake TSA,69716
191,029M-0205-MO1,029M_0205_CMI,0,2013,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,Y,N,Pine,2013-07-30,2,0,4,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,464000.00000000000,5763000,1170000,781000,NA,NA,1040,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,PL,,,14.94984729,4.28,11.4,18.77185779,Williams Lake TSA,69717
192,029M-0205-MO1,029M_0205_CMI,0,2013,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,Y,N,Pine,2013-07-30,2,0,4,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,464000.00000000000,5763000,1170000,781000,NA,NA,1040,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,PL,,,14.94984729,4.28,11.4,18.77185779,Williams Lake TSA,69718
193,029M-0205-MR1,029M_0205_CMI,1,2017,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,Y,N,Pine,2018-06-18,2,4,4,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,464000.00000000000,5763000,1170000,781000,NA,NA,1038,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,6.02795618300,0,0,0.00000000000,0,1776.19353200000,0,0,0.00000000000,0,14.66313701000,0,0,0.00000000000,0,1.61564033200,0.00000000000,PL,PL100,,14.94984729,6.125,15.4,22.77185779,Williams Lake TSA,69719
194,029M-0205-MR1,029M_0205_CMI,1,2017,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,Y,N,Pine,2018-06-18,2,4,4,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,464000.00000000000,5763000,1170000,781000,NA,NA,1038,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,2.81446088600,0,0,0.00000000000,0,375.25215460000,0,0,0.00000000000,0,8.43105573900,0,0,0.00000000000,0,1.61564033200,0.00000000000,PL,PL100,,14.94984729,6.125,15.4,22.77185779,Williams Lake TSA,69720
195,029M-0205-MR1,029M_0205_CMI,1,2017,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,Y,N,Pine,2018-06-18,2,4,4,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,464000.00000000000,5763000,1170000,781000,NA,NA,1038,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,0.39618542800,0,0,0.00000000000,0,25.01681030000,0,0,0.00000000000,0,1.26239563500,0,0,0.00000000000,0,0.81454232700,0.00000000000,PL,PL100,,14.94984729,6.125,15.4,22.77185779,Williams Lake TSA,69721
196,029M-0205-MR1,029M_0205_CMI,1,2017,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,Y,N,Pine,2018-06-18,2,4,4,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,464000.00000000000,5763000,1170000,781000,NA,NA,1038,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,PL,,,14.94984729,6.125,15.4,22.77185779,Williams Lake TSA,69722
197,029M-0206-MO1,029M_0206_CMI,0,2012,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2013-05-27,2,0,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,423000.00000000000,5744000,1130000,761000,NA,NA,1363,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,10.90005061000,0,0,0.00000000000,0,975.65560180000,0,0,0.00000000000,0,44.75513022000,0,0,0.00000000000,0,25.47383869000,0.00000000000,PL,PL97FD03,,11.14584819,8.633333333,34.25,43.09338831,Williams Lake TSA,69723
198,029M-0206-MO1,029M_0206_CMI,0,2012,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2013-05-27,2,0,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,423000.00000000000,5744000,1130000,761000,NA,NA,1363,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,10.58685900000,0,0,0.00000000000,0,775.52111940000,0,0,0.00000000000,0,44.19165582000,0,0,0.00000000000,0,25.47383869000,0.00000000000,PL,PL100,,11.14584819,8.633333333,34.25,43.09338831,Williams Lake TSA,69724
199,029M-0206-MO1,029M_0206_CMI,0,2012,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2013-05-27,2,0,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,423000.00000000000,5744000,1130000,761000,NA,NA,1363,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,8.22919810400,0,0,0.00000000000,0,525.35301640000,0,0,0.00000000000,0,34.70886258000,0,0,0.00000000000,0,22.70279250000,0.00000000000,PL,PL100,,11.14584819,8.633333333,34.25,43.09338831,Williams Lake TSA,69725
200,029M-0206-MO1,029M_0206_CMI,0,2012,Y,N,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2013-05-27,2,0,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,423000.00000000000,5744000,1130000,761000,NA,NA,1363,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,PL,,,11.14584819,8.633333333,34.25,43.09338831,Williams Lake TSA,69726
201,029M-0206-MR1,029M_0206_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2018-07-11,2,6,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,423000.00000000000,5744000,1130000,761000,NA,NA,1347,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,12.76442489000,0,0,0.00000000000,0,1000.67241200000,0,0,0.00000000000,0,55.22418662000,0,0,0.00000000000,0,33.80682046000,0.00000000000,PL,PL94FD06,,11.14584819,9.166666667,40.25,49.09338831,Williams Lake TSA,69727
202,029M-0206-MR1,029M_0206_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2018-07-11,2,6,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,423000.00000000000,5744000,1130000,761000,NA,NA,1347,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,12.20602428000,0,0,0.00000000000,0,800.53792970000,0,0,0.00000000000,0,54.14735584000,0,0,0.00000000000,0,33.80682046000,0.00000000000,PL,PL99FD01,,11.14584819,9.166666667,40.25,49.09338831,Williams Lake TSA,69728
203,029M-0206-MR1,029M_0206_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2018-07-11,2,6,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,423000.00000000000,5744000,1130000,761000,NA,NA,1347,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,10.68944202000,0,0,0.00000000000,0,625.42025760000,0,0,0.00000000000,0,48.08118332000,0,0,0.00000000000,0,32.55427710000,0.00000000000,PL,PL100,,11.14584819,9.166666667,40.25,49.09338831,Williams Lake TSA,69729
204,029M-0206-MR1,029M_0206_CMI,1,2018,N,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,Y,N,Pine,2018-07-11,2,6,6,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,423000.00000000000,5744000,1130000,761000,NA,NA,1347,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.65082553700,0,0,0.00000000000,0,25.01681030000,0,0,0.00000000000,0,3.54524071300,0,0,0.00000000000,0,2.70883021400,0.00000000000,PL,PL100,,11.14584819,9.166666667,40.25,49.09338831,Williams Lake TSA,69730
205,029M-0207-MO1,029M_0207_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,N,Pine,2013-05-20,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,523000.00000000000,5740000,1230000,761000,NA,NA,953,PROV_BEC_2017,IDFxm,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,0.40178515300,0,0,0.43037322100,0,25.01681030000,0,0,25.01681030000,0,0.93257395300,0,0,1.19991288500,0,0.59861966200,0.76727051800,PL,PL100,,NA,NA,9,19.41466292,Williams Lake TSA,69731
206,029M-0207-MO1,029M_0207_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,N,Pine,2013-05-20,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,523000.00000000000,5740000,1230000,761000,NA,NA,953,PROV_BEC_2017,IDFxm,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,0.40178515300,0,0,0.43037322100,0,25.01681030000,0,0,25.01681030000,0,0.93257395300,0,0,1.19991288500,0,0.59861966200,0.76727051800,PL,PL100,,NA,NA,9,19.41466292,Williams Lake TSA,69732
