"","clstr_id","samp_id","meas_no","meas_yr","meas_first","meas_last","tsa","tsa_no","mgmt_unit","sampletype","project_design","bgc_zone","ysm_main","mat_main","species_class","meas_dt","no_meas","period","tot_period","tfl","no_plots","own_sched","own_sched_descrip","samp_sts","grid_size","grid_base","protect_psp","utm_source","utm_zone","utm_easting","utm_northing","bcalb_x","bcalb_y","aspect","slope","elev","bec_source","beclabel","plot_typ","area_pm","shp_pm","len_pm","wid_pm","rad_pm","baf_pm","util","baha_L","baha_I","baha_V","baha_D","baha_DF","stemsha_L","stemsha_I","stemsha_V","stemsha_D","stemsha_DF","wsvha_L","wsvha_I","wsvha_V","wsvha_D","wsvha_DF","nmvha_L","nmvha_D","spc_live1","spc_label_live","spc_label_dead","lead_si","lead_htop","bh_stand_age","tot_stand_age","tsa_desc","objectid"
"107","0403-0042-DO1","0403_0042_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-23",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,610500,6401912,1288699.821,1427495.186,NA,NA,749,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,12.5,48.6,0,0,5.4,0,575.6247631,0,0,175.5849498,0,478.6934406,0,0,43.74833508,0,397.4225264,21.57893418,"AT","AT93PL07","",21.46466797,29.12,98.76232367,101.9023652,"Fort St. John TSA",86637
"108","0403-0042-DO1","0403_0042_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-23",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,610500,6401912,1288699.821,1427495.186,NA,NA,749,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,17.5,48.6,0,0,3.6,0,575.6247631,0,0,95.34156824,0,478.6934406,0,0,29.92012038,0,397.4225264,11.04671209,"AT","AT93PL07","",21.46466797,29.12,98.76232367,101.9023652,"Fort St. John TSA",86638
"109","0403-0043-DO1","0403_0043_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-21",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,674068,6408978,1351875.16,1437152.424,NA,NA,779,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,4,16.2,0,0,1.8,0,734.4901206,0,0,41.49988628,0,125.6666055,0,0,2.704992753,0,90.25018955,0,"AT","AT100","",19.70582275,22.25,74.5,77.83381363,"Fort St. John TSA",86639
"110","0403-0043-DO1","0403_0043_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-21",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,674068,6408978,1351875.16,1437152.424,NA,NA,779,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,7.5,16.2,0,0,1.8,0,734.4901206,0,0,41.49988628,0,125.6666055,0,0,2.704992753,0,90.25018955,0,"AT","AT100","",19.70582275,22.25,74.5,77.83381363,"Fort St. John TSA",86640
"111","0403-0043-DO1","0403_0043_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-21",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,674068,6408978,1351875.16,1437152.424,NA,NA,779,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,12.5,14.4,0,0,1.8,0,376.3914925,0,0,41.49988628,0,118.883896,0,0,2.704992753,0,90.25018955,0,"AT","AT100","",19.70582275,22.25,74.5,77.83381363,"Fort St. John TSA",86641
"112","0403-0043-DO1","0403_0043_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-21",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,674068,6408978,1351875.16,1437152.424,NA,NA,779,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,17.5,10.8,0,0,1.8,0,102.7646597,0,0,41.49988628,0,100.0424087,0,0,2.704992753,0,82.1863583,0,"AT","AT100","",19.70582275,22.25,74.5,77.83381363,"Fort St. John TSA",86642
"113","0403-0045-DO1","0403_0045_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-14",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","MAP",10,609813,6419050,1287306.735,1444609.79,NA,NA,1220,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,12.25,4,24.5,0,0,4.9,0,320.0723958,0,0,118.9693918,0,283.6633157,0,0,20.38991731,0,239.0224268,3.100606667,"AT","AT100","",22.42979736,27.025,73.75,76.80711106,"Fort St. John TSA",86643
"114","0403-0045-DO1","0403_0045_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-14",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","MAP",10,609813,6419050,1287306.735,1444609.79,NA,NA,1220,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,12.25,7.5,24.5,0,0,4.9,0,320.0723958,0,0,118.9693918,0,283.6633157,0,0,20.38991731,0,239.0224268,3.100606667,"AT","AT100","",22.42979736,27.025,73.75,76.80711106,"Fort St. John TSA",86644
"115","0403-0045-DO1","0403_0045_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-14",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","MAP",10,609813,6419050,1287306.735,1444609.79,NA,NA,1220,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,12.25,12.5,24.5,0,0,4.9,0,320.0723958,0,0,118.9693918,0,283.6633157,0,0,20.38991731,0,239.0224268,3.100606667,"AT","AT100","",22.42979736,27.025,73.75,76.80711106,"Fort St. John TSA",86645
"116","0403-0045-DO1","0403_0045_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-14",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","MAP",10,609813,6419050,1287306.735,1444609.79,NA,NA,1220,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,12.25,17.5,24.5,0,0,4.9,0,320.0723958,0,0,118.9693918,0,283.6633157,0,0,20.38991731,0,239.0224268,3.100606667,"AT","AT100","",22.42979736,27.025,73.75,76.80711106,"Fort St. John TSA",86646
"117","0403-0046-DO1","0403_0046_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Other","2008-09-21",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","VGPS",10,623836,6409657,1301696.126,1435789.669,NA,NA,597,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,5,4,4,0,0,1,0,50.73955091,0,0,12.99635156,0,28.01868685,0,0,3.660956981,0,22.39613209,0,"EP","EP75SW25","",11.33330078,16.2,90,94.82845264,"Fort St. John TSA",86647
"118","0403-0046-DO1","0403_0046_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Other","2008-09-21",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","VGPS",10,623836,6409657,1301696.126,1435789.669,NA,NA,597,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,5,7.5,4,0,0,1,0,50.73955091,0,0,12.99635156,0,28.01868685,0,0,3.660956981,0,22.39613209,0,"EP","EP75SW25","",11.33330078,16.2,90,94.82845264,"Fort St. John TSA",86648
"119","0403-0046-DO1","0403_0046_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Other","2008-09-21",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","VGPS",10,623836,6409657,1301696.126,1435789.669,NA,NA,597,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,5,12.5,4,0,0,1,0,50.73955091,0,0,12.99635156,0,28.01868685,0,0,3.660956981,0,22.39613209,0,"EP","EP75SW25","",11.33330078,16.2,90,94.82845264,"Fort St. John TSA",86649
"120","0403-0046-DO1","0403_0046_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Other","2008-09-21",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","VGPS",10,623836,6409657,1301696.126,1435789.669,NA,NA,597,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,5,17.5,4,0,0,1,0,50.73955091,0,0,12.99635156,0,28.01868685,0,0,3.660956981,0,22.39613209,0,"EP","EP75SW25","",11.33330078,16.2,90,94.82845264,"Fort St. John TSA",86650
"121","0403-0048-DO1","0403_0048_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-21",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,638114,6423283,1315394.331,1450001.096,NA,NA,595,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,4,41.4,0,0,3.6,0,906.3120851,0,0,125.1971878,0,463.4292294,0,0,13.53804837,0,374.3381741,1.75974861,"AT","AT70EP17SX13","",23.9043457,30.475,85.80794023,88.75437101,"Fort St. John TSA",86651
"122","0403-0048-DO1","0403_0048_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-21",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,638114,6423283,1315394.331,1450001.096,NA,NA,595,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,7.5,41.4,0,0,3.6,0,906.3120851,0,0,125.1971878,0,463.4292294,0,0,13.53804837,0,374.3381741,1.75974861,"AT","AT70EP17SX13","",23.9043457,30.475,85.80794023,88.75437101,"Fort St. John TSA",86652
"123","0403-0048-DO1","0403_0048_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-21",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,638114,6423283,1315394.331,1450001.096,NA,NA,595,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,12.5,41.4,0,0,3.6,0,906.3120851,0,0,125.1971878,0,463.4292294,0,0,13.53804837,0,374.3381741,1.75974861,"AT","AT70EP17SX13","",23.9043457,30.475,85.80794023,88.75437101,"Fort St. John TSA",86653
"124","0403-0048-DO1","0403_0048_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-21",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,638114,6423283,1315394.331,1450001.096,NA,NA,595,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,17.5,37.8,0,0,3.6,0,689.9057347,0,0,125.1971878,0,440.4897574,0,0,13.53804837,0,360.678017,1.75974861,"AT","AT76EP14SX10","",23.9043457,30.475,85.80794023,88.75437101,"Fort St. John TSA",86654
"125","0403-0049-DO1","0403_0049_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-18",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,581840,6443929,1258339.253,1468337.801,NA,NA,497,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,4,30.6,0,0,7.2,0,407.7464431,0,0,128.5890313,0,322.6889215,0,0,59.20073893,0,270.3677984,24.15626733,"AT","AT71SX29","",21.87197266,30.025,106.1897246,110.5902117,"Fort St. John TSA",86655
"126","0403-0049-DO1","0403_0049_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-18",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,581840,6443929,1258339.253,1468337.801,NA,NA,497,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,7.5,30.6,0,0,7.2,0,407.7464431,0,0,128.5890313,0,322.6889215,0,0,59.20073893,0,270.3677984,24.15626733,"AT","AT71SX29","",21.87197266,30.025,106.1897246,110.5902117,"Fort St. John TSA",86656
"127","0403-0049-DO1","0403_0049_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-18",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,581840,6443929,1258339.253,1468337.801,NA,NA,497,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,12.5,30.6,0,0,7.2,0,407.7464431,0,0,128.5890313,0,322.6889215,0,0,59.20073893,0,270.3677984,24.15626733,"AT","AT71SX29","",21.87197266,30.025,106.1897246,110.5902117,"Fort St. John TSA",86657
"128","0403-0049-DO1","0403_0049_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-18",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,581840,6443929,1258339.253,1468337.801,NA,NA,497,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,17.5,28.8,0,0,7.2,0,278.1839342,0,0,128.5890313,0,314.1790598,0,0,59.20073893,0,265.7850183,24.15626733,"AT","AT75SX25","",21.87197266,30.025,106.1897246,110.5902117,"Fort St. John TSA",86658
"129","0403-0051-DO1","0403_0051_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","ESSF","N","Y","Spruce","2008-10-03",1,0,0,NA,5,"69-U","Crown - Miscel Reserve","A","","","N","DGPS",10,536216,6236096,1221520.058,1258402.226,NA,NA,1345,"PROV_BEC_2017","ESSFmv4","V",NA,"",NA,NA,NA,7,4,22.4,0,0,0,0,3587.051359,0,0,0,0,74.11552204,0,0,0,0,26.39976806,0,"SX","S100","",16.49239828,9.82,29.6,40.49281304,"Fort St. John TSA",86659
"130","0403-0051-DO1","0403_0051_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","ESSF","N","Y","Spruce","2008-10-03",1,0,0,NA,5,"69-U","Crown - Miscel Reserve","A","","","N","DGPS",10,536216,6236096,1221520.058,1258402.226,NA,NA,1345,"PROV_BEC_2017","ESSFmv4","V",NA,"",NA,NA,NA,7,7.5,18.2,0,0,0,0,1872.544184,0,0,0,0,63.95856724,0,0,0,0,26.39976806,0,"SX","S100","",16.49239828,9.82,29.6,40.49281304,"Fort St. John TSA",86660
"131","0403-0051-DO1","0403_0051_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","ESSF","N","Y","Spruce","2008-10-03",1,0,0,NA,5,"69-U","Crown - Miscel Reserve","A","","","N","DGPS",10,536216,6236096,1221520.058,1258402.226,NA,NA,1345,"PROV_BEC_2017","ESSFmv4","V",NA,"",NA,NA,NA,7,12.5,7,0,0,0,0,279.0689078,0,0,0,0,29.1934911,0,0,0,0,20.76452689,0,"SX","S100","",16.49239828,9.82,29.6,40.49281304,"Fort St. John TSA",86661
"132","0403-0051-DO1","0403_0051_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","ESSF","N","Y","Spruce","2008-10-03",1,0,0,NA,5,"69-U","Crown - Miscel Reserve","A","","","N","DGPS",10,536216,6236096,1221520.058,1258402.226,NA,NA,1345,"PROV_BEC_2017","ESSFmv4","V",NA,"",NA,NA,NA,7,17.5,5.6,0,0,0,0,188.1232245,0,0,0,0,23.9448497,0,0,0,0,17.81045135,0,"SX","S100","",16.49239828,9.82,29.6,40.49281304,"Fort St. John TSA",86662
"133","0403-0052-DO1","0403_0052_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-10-12",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,535920,6354192,1216240.028,1376645.545,NA,NA,938,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,5,4,6,0,0,0,0,97.04080364,0,0,0,0,32.73411031,0,0,0,0,28.51913118,0,"AC","AC100","",19.16666667,17.03333333,43,45,"Fort St. John TSA",86663
"134","0403-0052-DO1","0403_0052_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-10-12",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,535920,6354192,1216240.028,1376645.545,NA,NA,938,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,5,7.5,6,0,0,0,0,97.04080364,0,0,0,0,32.73411031,0,0,0,0,28.51913118,0,"AC","AC100","",19.16666667,17.03333333,43,45,"Fort St. John TSA",86664
"135","0403-0052-DO1","0403_0052_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-10-12",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,535920,6354192,1216240.028,1376645.545,NA,NA,938,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,5,12.5,6,0,0,0,0,97.04080364,0,0,0,0,32.73411031,0,0,0,0,28.51913118,0,"AC","AC100","",19.16666667,17.03333333,43,45,"Fort St. John TSA",86665
"136","0403-0052-DO1","0403_0052_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-10-12",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,535920,6354192,1216240.028,1376645.545,NA,NA,938,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,5,17.5,6,0,0,0,0,97.04080364,0,0,0,0,32.73411031,0,0,0,0,28.51913118,0,"AC","AC100","",19.16666667,17.03333333,43,45,"Fort St. John TSA",86666
"137","0403-0053-DO1","0403_0053_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-09-22",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,592105,6356932,1272202.262,1381729.367,NA,NA,825,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,5.06,4,13.156,0,0,4.048,0,1539.761401,0,0,347.0918445,0,53.6209783,0,0,18.52330865,0,18.73151858,6.856625252,"SB","SB92LT08","",5.349719238,10.625,140,162.5779551,"Fort St. John TSA",86667
"138","0403-0053-DO1","0403_0053_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-09-22",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,592105,6356932,1272202.262,1381729.367,NA,NA,825,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,5.06,7.5,12.144,0,0,4.048,0,1297.967736,0,0,347.0918445,0,50.36847467,0,0,18.52330865,0,18.73151858,6.856625252,"SB","SB92LT08","",5.349719238,10.625,140,162.5779551,"Fort St. John TSA",86668
"139","0403-0053-DO1","0403_0053_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-09-22",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,592105,6356932,1272202.262,1381729.367,NA,NA,825,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,5.06,12.5,5.06,0,0,2.024,0,255.836613,0,0,92.13677773,0,24.00775026,0,0,10.81436133,0,16.16796374,5.709858987,"SB","SB80LT20","",5.349719238,10.625,140,162.5779551,"Fort St. John TSA",86669
"140","0403-0053-DO1","0403_0053_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-09-22",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,592105,6356932,1272202.262,1381729.367,NA,NA,825,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,5.06,17.5,2.024,0,0,1.012,0,73.81027641,0,0,14.70642852,0,9.401917331,0,0,6.0837702,0,6.793177699,3.818030201,"LW","LT50SB50","",NA,NA,140,162.5779551,"Fort St. John TSA",86670
"141","0403-0054-DO1","0403_0054_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-10-03",1,0,0,NA,5,"69-U","Crown - Miscel Reserve","A","","","N","DGPS",10,588492,6269030,1272269.771,1293574.684,NA,NA,831,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,7,4,32.2,0,0,2.8,0,551.3828411,0,0,76.92363055,0,284.8084223,0,0,18.78006077,0,245.5155647,1.020339511,"SX","SW78AT22","",21.33304782,23.44,57,66.38533185,"Fort St. John TSA",86671
"142","0403-0054-DO1","0403_0054_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-10-03",1,0,0,NA,5,"69-U","Crown - Miscel Reserve","A","","","N","DGPS",10,588492,6269030,1272269.771,1293574.684,NA,NA,831,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,7,7.5,32.2,0,0,2.8,0,551.3828411,0,0,76.92363055,0,284.8084223,0,0,18.78006077,0,245.5155647,1.020339511,"SX","SW78AT22","",21.33304782,23.44,57,66.38533185,"Fort St. John TSA",86672
"143","0403-0054-DO1","0403_0054_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-10-03",1,0,0,NA,5,"69-U","Crown - Miscel Reserve","A","","","N","DGPS",10,588492,6269030,1272269.771,1293574.684,NA,NA,831,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,7,12.5,32.2,0,0,2.8,0,551.3828411,0,0,76.92363055,0,284.8084223,0,0,18.78006077,0,245.5155647,1.020339511,"SX","SW78AT22","",21.33304782,23.44,57,66.38533185,"Fort St. John TSA",86673
"144","0403-0054-DO1","0403_0054_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-10-03",1,0,0,NA,5,"69-U","Crown - Miscel Reserve","A","","","N","DGPS",10,588492,6269030,1272269.771,1293574.684,NA,NA,831,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,7,17.5,32.2,0,0,1.4,0,551.3828411,0,0,16.67027086,0,284.8084223,0,0,11.96477243,0,245.5155647,0,"SX","SW78AT22","",21.33304782,23.44,57,66.38533185,"Fort St. John TSA",86674
"145","0403-0055-DO1","0403_0055_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-09-14",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,662905,6284857,1345826.175,1312492.225,NA,NA,734,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,9,4,46.8,0,0,3.6,0,1408.716373,0,0,44.59850922,0,465.7362972,0,0,32.52482937,0,379.0262983,27.67393413,"SX","SX96AC04","",12.32921143,28.85,168.75,182.4928934,"Fort St. John TSA",86675
"146","0403-0055-DO1","0403_0055_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-09-14",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,662905,6284857,1345826.175,1312492.225,NA,NA,734,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,9,7.5,46.8,0,0,3.6,0,1408.716373,0,0,44.59850922,0,465.7362972,0,0,32.52482937,0,379.0262983,27.67393413,"SX","SX96AC04","",12.32921143,28.85,168.75,182.4928934,"Fort St. John TSA",86676
"147","0403-0055-DO1","0403_0055_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-09-14",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,662905,6284857,1345826.175,1312492.225,NA,NA,734,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,9,12.5,43.2,0,0,3.6,0,915.5056159,0,0,44.59850922,0,443.6893937,0,0,32.52482937,0,379.0262983,27.67393413,"SX","SX100","",12.32921143,28.85,168.75,182.4928934,"Fort St. John TSA",86677
"148","0403-0055-DO1","0403_0055_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-09-14",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,662905,6284857,1345826.175,1312492.225,NA,NA,734,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,9,17.5,36,0,0,3.6,0,578.1120624,0,0,44.59850922,0,384.6694398,0,0,32.52482937,0,335.260313,27.67393413,"SX","SX100","",12.32921143,28.85,168.75,182.4928934,"Fort St. John TSA",86678
"149","0403-0056-DO1","0403_0056_VRI",0,2009,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2009-10-26",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","MAP",10,520783,6236048,1206131.198,1257704.743,NA,NA,NA,"PROV_BEC_2017","BWBSwk2","V",NA,"",NA,NA,NA,12.25,4,49,0,0,2.45,0,1100.499007,0,0,62.72872846,0,405.8252287,0,0,19.91784578,0,359.0070017,16.54801762,"SX","SX60PL40","",13.7144043,25.175,112,123.7783551,"Fort St. John TSA",86679
"150","0403-0056-DO1","0403_0056_VRI",0,2009,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2009-10-26",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","MAP",10,520783,6236048,1206131.198,1257704.743,NA,NA,NA,"PROV_BEC_2017","BWBSwk2","V",NA,"",NA,NA,NA,12.25,7.5,49,0,0,2.45,0,1100.499007,0,0,62.72872846,0,405.8252287,0,0,19.91784578,0,359.0070017,16.54801762,"SX","SX60PL40","",13.7144043,25.175,112,123.7783551,"Fort St. John TSA",86680
"151","0403-0056-DO1","0403_0056_VRI",0,2009,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2009-10-26",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","MAP",10,520783,6236048,1206131.198,1257704.743,NA,NA,NA,"PROV_BEC_2017","BWBSwk2","V",NA,"",NA,NA,NA,12.25,12.5,49,0,0,2.45,0,1100.499007,0,0,62.72872846,0,405.8252287,0,0,19.91784578,0,359.0070017,16.54801762,"SX","SX60PL40","",13.7144043,25.175,112,123.7783551,"Fort St. John TSA",86681
