FID_Fort_S,FEATURE_ID,TSA_NUMBER,TSA_NUMB_1,TSB_NUMBER,TSB_NUMB_1,EFFECTIVE_,RETIREMENT,COMMENTS,FEATURE_CO,WHO_UPDATE,WHEN_UPDAT,FEATURE_CL,OBJECT_VER,OBJECTID,FEATURE_AR,FEATURE_LE,GEOMETRY_A,GEOMETRY_L,fme_featur,OBJECTID_1,FID_FJS,Field1,clstr_id,samp_id,meas_no,meas_yr,meas_first,meas_last,tsa,tsa_no,mgmt_unit,sampletype,project_de,bgc_zone,ysm_main,mat_main,species_cl,meas_dt,no_meas,period,tot_period,tfl,no_plots,own_sched,own_sched_,samp_sts,grid_size,grid_base,protect_ps,utm_source,utm_zone,utm_eastin,utm_northi,bcalb_x,bcalb_y,aspect,slope,elev,bec_source,beclabel,plot_typ,area_pm,shp_pm,len_pm,wid_pm,rad_pm,baf_pm,util,baha_L,baha_I,baha_V,baha_D,baha_DF,stemsha_L,stemsha_I,stemsha_V,stemsha_D,stemsha_DF,wsvha_L,wsvha_I,wsvha_V,wsvha_D,wsvha_DF,nmvha_L,nmvha_D,spc_live1,spc_label_,spc_label1,lead_si,lead_htop,bh_stand_a,tot_stand_,tsa_desc,objectid_2
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,166,167,0403-0060-DO1,0403_0060_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Pine,2008-10-05,1,0,0,NA,5,69-U,Crown - Miscel Reserve,A,,,N,DGPS,10,495374,6267286,1179463.86500000000,1287921.22800000000,NA,NA,1179,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,7.00000000000,12.50000000000,28.00000000000,0,0,1.40000000000,0,703.38033330000,0,0,61.67942536000,0,267.75923350000,0,0,6.95393871100,0,232.75954940000,4.48917436100,PL,PL65SW35,,15.41155867,22.375,95.36420199000,102.41817690000,Fort St. John TSA,86697
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,167,168,0403-0060-DO1,0403_0060_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Pine,2008-10-05,1,0,0,NA,5,69-U,Crown - Miscel Reserve,A,,,N,DGPS,10,495374,6267286,1179463.86500000000,1287921.22800000000,NA,NA,1179,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,7.00000000000,17.50000000000,25.20000000000,0,0,0.00000000000,0,513.43570190000,0,0,0.00000000000,0,244.05130620000,0,0,0.00000000000,0,217.08272080000,0.00000000000,PL,PL61SW39,,15.41155867,22.375,95.36420199000,102.41817690000,Fort St. John TSA,86698
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,28,29,0403-0011-DO1,0403_0011_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-09-16,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,669979,6283375,1352942.09600000000,1311297.69100000000,NA,NA,753,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,6.25000000000,4.00000000000,26.25000000000,0,0,0.00000000000,0,1642.26950300000,0,0,0.00000000000,0,188.04811760000,0,0,0.00000000000,0,124.25883620000,0.00000000000,SX,SX43PL38EP14AT05,,16.66948736,17.4,52.50000000000,63.38357246000,Fort St. John TSA,86559
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,29,30,0403-0011-DO1,0403_0011_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-09-16,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,669979,6283375,1352942.09600000000,1311297.69100000000,NA,NA,753,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,6.25000000000,7.50000000000,26.25000000000,0,0,0.00000000000,0,1642.26950300000,0,0,0.00000000000,0,188.04811760000,0,0,0.00000000000,0,124.25883620000,0.00000000000,SX,SX43PL38EP14AT05,,16.66948736,17.4,52.50000000000,63.38357246000,Fort St. John TSA,86560
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,30,31,0403-0011-DO1,0403_0011_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-09-16,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,669979,6283375,1352942.09600000000,1311297.69100000000,NA,NA,753,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,6.25000000000,12.50000000000,16.25000000000,0,0,0.00000000000,0,372.36139100000,0,0,0.00000000000,0,138.04973270000,0,0,0.00000000000,0,117.90399360000,0.00000000000,PL,PL62SX31AT07,,NA,NA,52.50000000000,63.38357246000,Fort St. John TSA,86561
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,31,32,0403-0011-DO1,0403_0011_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-09-16,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,669979,6283375,1352942.09600000000,1311297.69100000000,NA,NA,753,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,6.25000000000,17.50000000000,12.50000000000,0,0,0.00000000000,0,181.95512730000,0,0,0.00000000000,0,114.53461310000,0,0,0.00000000000,0,101.17681410000,0.00000000000,PL,PL80SX10AT10,,NA,NA,52.50000000000,63.38357246000,Fort St. John TSA,86562
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,64,65,0403-0027-DO1,0403_0027_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Poplar,2008-09-27,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,532821,6271798,1216624.74000000000,1294019.73900000000,NA,NA,801,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,7.00000000000,4.00000000000,49.00000000000,0,0,2.80000000000,0,6430.36334700000,0,0,739.10390570000,0,266.28566190000,0,0,13.41476407000,0,98.95049229000,0.00000000000,AT,AT34SX29AC23SB14,,16.90070313,17.94,52.83576898000,57.79089286000,Fort St. John TSA,86595
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,65,66,0403-0027-DO1,0403_0027_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Poplar,2008-09-27,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,532821,6271798,1216624.74000000000,1294019.73900000000,NA,NA,801,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,7.00000000000,7.50000000000,43.40000000000,0,0,0.00000000000,0,4158.38328000000,0,0,0.00000000000,0,245.31625870000,0,0,0.00000000000,0,98.95049229000,0.00000000000,AT,AT35AC26SX23SB16,,16.90070313,17.94,52.83576898000,57.79089286000,Fort St. John TSA,86596
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,66,67,0403-0027-DO1,0403_0027_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Poplar,2008-09-27,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,532821,6271798,1216624.74000000000,1294019.73900000000,NA,NA,801,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,7.00000000000,12.50000000000,19.60000000000,0,0,0.00000000000,0,984.18890640000,0,0,0.00000000000,0,123.14864870000,0,0,0.00000000000,0,84.38579929000,0.00000000000,AC,AC50AT36SX14,,NA,NA,52.83576898000,57.79089286000,Fort St. John TSA,86597
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,67,68,0403-0027-DO1,0403_0027_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Poplar,2008-09-27,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,532821,6271798,1216624.74000000000,1294019.73900000000,NA,NA,801,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,7.00000000000,17.50000000000,7.00000000000,0,0,0.00000000000,0,221.81901140000,0,0,0.00000000000,0,47.59798285000,0,0,0.00000000000,0,38.72073911000,0.00000000000,AC,AC60AT40,,NA,NA,52.83576898000,57.79089286000,Fort St. John TSA,86598
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,144,145,0403-0055-DO1,0403_0055_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-09-14,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,662905,6284857,1345826.17500000000,1312492.22500000000,NA,NA,734,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,9.00000000000,4.00000000000,46.80000000000,0,0,3.60000000000,0,1408.71637300000,0,0,44.59850922000,0,465.73629720000,0,0,32.52482937000,0,379.02629830000,27.67393413000,SX,SX96AC04,,12.32921143,28.85,168.75000000000,182.49289340000,Fort St. John TSA,86675
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,145,146,0403-0055-DO1,0403_0055_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-09-14,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,662905,6284857,1345826.17500000000,1312492.22500000000,NA,NA,734,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,9.00000000000,7.50000000000,46.80000000000,0,0,3.60000000000,0,1408.71637300000,0,0,44.59850922000,0,465.73629720000,0,0,32.52482937000,0,379.02629830000,27.67393413000,SX,SX96AC04,,12.32921143,28.85,168.75000000000,182.49289340000,Fort St. John TSA,86676
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,146,147,0403-0055-DO1,0403_0055_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-09-14,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,662905,6284857,1345826.17500000000,1312492.22500000000,NA,NA,734,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,9.00000000000,12.50000000000,43.20000000000,0,0,3.60000000000,0,915.50561590000,0,0,44.59850922000,0,443.68939370000,0,0,32.52482937000,0,379.02629830000,27.67393413000,SX,SX100,,12.32921143,28.85,168.75000000000,182.49289340000,Fort St. John TSA,86677
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,147,148,0403-0055-DO1,0403_0055_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-09-14,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,662905,6284857,1345826.17500000000,1312492.22500000000,NA,NA,734,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,9.00000000000,17.50000000000,36.00000000000,0,0,3.60000000000,0,578.11206240000,0,0,44.59850922000,0,384.66943980000,0,0,32.52482937000,0,335.26031300000,27.67393413000,SX,SX100,,12.32921143,28.85,168.75000000000,182.49289340000,Fort St. John TSA,86678
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,160,161,0403-0059-DO1,0403_0059_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Spruce,2008-10-05,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,489591,6272645,1173467.69100000000,1293043.52100000000,NA,NA,1234,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,9.00000000000,4.00000000000,37.80000000000,0,0,3.60000000000,0,682.12625040000,0,0,174.01553300000,0,297.85287420000,0,0,22.28001540000,0,258.10542720000,11.03710104000,SX,SW48PL48AT04,,16.81062826,24.3,82.66666667000,93.41504074000,Fort St. John TSA,86691
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,161,162,0403-0059-DO1,0403_0059_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Spruce,2008-10-05,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,489591,6272645,1173467.69100000000,1293043.52100000000,NA,NA,1234,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,9.00000000000,7.50000000000,37.80000000000,0,0,3.60000000000,0,682.12625040000,0,0,174.01553300000,0,297.85287420000,0,0,22.28001540000,0,258.10542720000,11.03710104000,SX,SW48PL48AT04,,16.81062826,24.3,82.66666667000,93.41504074000,Fort St. John TSA,86692
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,162,163,0403-0059-DO1,0403_0059_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Spruce,2008-10-05,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,489591,6272645,1173467.69100000000,1293043.52100000000,NA,NA,1234,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,9.00000000000,12.50000000000,37.80000000000,0,0,1.80000000000,0,682.12625040000,0,0,24.96303434000,0,297.85287420000,0,0,11.83500512000,0,258.10542720000,10.01694353000,SX,SW48PL48AT04,,16.81062826,24.3,82.66666667000,93.41504074000,Fort St. John TSA,86693
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,163,164,0403-0059-DO1,0403_0059_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Spruce,2008-10-05,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,489591,6272645,1173467.69100000000,1293043.52100000000,NA,NA,1234,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,9.00000000000,17.50000000000,36.00000000000,0,0,1.80000000000,0,552.56374150000,0,0,24.96303434000,0,288.33918920000,0,0,11.83500512000,0,252.13587180000,10.01694353000,SX,SW50PL45AT05,,16.81062826,24.3,82.66666667000,93.41504074000,Fort St. John TSA,86694
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,20,21,0403-0009-DO1,0403_0009_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-10-13,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,604955,6283788,1288072.80400000000,1309036.67200000000,NA,NA,704,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,9.00000000000,4.00000000000,54.00000000000,0,0,0.00000000000,0,3367.83494100000,0,0,0.00000000000,0,345.93024020000,0,0,0.00000000000,0,217.19265000000,0.00000000000,SX,S60AT30EP10,,16.82289063,18.5,55.66666667000,65.34344587000,Fort St. John TSA,86551
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,21,22,0403-0009-DO1,0403_0009_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-10-13,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,604955,6283788,1288072.80400000000,1309036.67200000000,NA,NA,704,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,9.00000000000,7.50000000000,54.00000000000,0,0,0.00000000000,0,3367.83494100000,0,0,0.00000000000,0,345.93024020000,0,0,0.00000000000,0,217.19265000000,0.00000000000,SX,S60AT30EP10,,16.82289063,18.5,55.66666667000,65.34344587000,Fort St. John TSA,86552
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,22,23,0403-0009-DO1,0403_0009_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-10-13,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,604955,6283788,1288072.80400000000,1309036.67200000000,NA,NA,704,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,9.00000000000,12.50000000000,43.20000000000,0,0,0.00000000000,0,2041.55568600000,0,0,0.00000000000,0,291.49703680000,0,0,0.00000000000,0,208.93623310000,0.00000000000,SX,S63AT29EP08,,16.82289063,18.5,55.66666667000,65.34344587000,Fort St. John TSA,86553
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,23,24,0403-0009-DO1,0403_0009_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-10-13,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,604955,6283788,1288072.80400000000,1309036.67200000000,NA,NA,704,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,9.00000000000,17.50000000000,18.00000000000,0,0,0.00000000000,0,468.19316260000,0,0,0.00000000000,0,137.13934890000,0,0,0.00000000000,0,113.65066130000,0.00000000000,AT,S50AT50,,14.07734375,14.8,55.66666667000,65.34344587000,Fort St. John TSA,86554
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,404,405,0403-0145-QO1,0403_0145_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Spruce,2009-11-07,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,MAP,10,487495,6275337,1171262.44100000000,1295650.73700000000,NA,NA,1400,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,9.00000000000,4.00000000000,37.80000000000,0,0,0.00000000000,0,800.80569070000,0,0,0.00000000000,0,266.85443160000,0,0,0.00000000000,0,214.27635500000,0.00000000000,SX,SW67AT24PL05BL04,,13.39518229,20.06666667,83.15625000000,95.44903658000,Fort St. John TSA,86935
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,405,406,0403-0145-QO1,0403_0145_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Spruce,2009-11-07,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,MAP,10,487495,6275337,1171262.44100000000,1295650.73700000000,NA,NA,1400,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,9.00000000000,7.50000000000,37.80000000000,0,0,0.00000000000,0,800.80569070000,0,0,0.00000000000,0,266.85443160000,0,0,0.00000000000,0,214.27635500000,0.00000000000,SX,SW67AT24PL05BL04,,13.39518229,20.06666667,83.15625000000,95.44903658000,Fort St. John TSA,86936
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,406,407,0403-0145-QO1,0403_0145_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Spruce,2009-11-07,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,MAP,10,487495,6275337,1171262.44100000000,1295650.73700000000,NA,NA,1400,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,9.00000000000,12.50000000000,36.00000000000,0,0,0.00000000000,0,649.31972210000,0,0,0.00000000000,0,259.58446530000,0,0,0.00000000000,0,211.18816050000,0.00000000000,SX,SW65AT25PL05BL05,,13.39518229,20.06666667,83.15625000000,95.44903658000,Fort St. John TSA,86937
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,407,408,0403-0145-QO1,0403_0145_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Spruce,2009-11-07,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,MAP,10,487495,6275337,1171262.44100000000,1295650.73700000000,NA,NA,1400,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,9.00000000000,17.50000000000,32.40000000000,0,0,0.00000000000,0,411.15949850000,0,0,0.00000000000,0,237.23383540000,0,0,0.00000000000,0,197.56663900000,0.00000000000,SX,SW72AT17BL06PL05,,13.39518229,20.06666667,83.15625000000,95.44903658000,Fort St. John TSA,86938
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,360,361,0403-0130-QO1,0403_0130_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Poplar,2009-11-11,1,0,0,NA,3,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,582235,6284236,1265391.35700000000,1308542.29700000000,NA,NA,828,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,9.00000000000,4.00000000000,42.00000000000,0,0,0.00000000000,0,6599.42476700000,0,0,0.00000000000,0,253.52831880000,0,0,0.00000000000,0,147.16288480000,0.00000000000,AT,AT43S43AC14,,12.86533203,16.65,71.00000000000,77.31472092000,Fort St. John TSA,86891
4,36,40,Fort St. John TSA,40C,Fort St John TSA Block C,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,251.00000000000,60364,9393669283.52000000000,806034.39850000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,162,361,362,0403-0130-QO1,0403_0130_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Poplar,2009-11-11,1,0,0,NA,3,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,582235,6284236,1265391.35700000000,1308542.29700000000,NA,NA,828,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,9.00000000000,7.50000000000,36.00000000000,0,0,0.00000000000,0,2368.22188000000,0,0,0.00000000000,0,236.93556040000,0,0,0.00000000000,0,147.16288480000,0.00000000000,AT,AT50S50,,12.86533203,16.65,71.00000000000,77.31472092000,Fort St. John TSA,86892
